IMG_ID,owner,title,description,LAT,LON,u_city,u_country,taken,base_url,url,S3_label,Prob_indoor,Prob_natural,Prob_urban
17271526139.jpg,130418712@N05,Rio Trejo,"Son numerosos los rios y arroyos que discurren por Setenil de las Bodegas, tanto por el municipio, como por el nucleo urbano.
Dos de esos rios o arroyos, el Rio Setenil o Rio de la Peña y el Arroyo del Burgo confluyen y se unen para formar el Rio Trejo, el cual, kilómetros mas adelante se une con el Arroyo del Zumacal para formar el Rio Guadalporcun, pero ya en tierras de Torre Alhaquime.
La imagen corresponde practicamente al nacimiento del Rio Trejo, a escasos metros del mismo, y bajo un puente por donde discurre una carretera.
La unica pega es la calidad del agua, sucia y mal oliente, lo cual no quita la belleza de ese bonito pueblo",36.861544,-5.177747,,,2015-04-26 17:11:11,https://www.flickr.com/photos/130418712@N05/17271526139,https://live.staticflickr.com/65535/17271526139_18d659f146_b.jpg,1.0,-33.511620484292514,53.368189945816994,-19.81092996150255
17776887679.jpg,55101137@N02,2015-05-13-022FD PH-XRD,"<u><b>Aircraft Type - Registration - (c/n)</b></u> . . <b>Boeing 737-7K2 - PH-XRD - (30659)</b>

<u><b>Owner/Operator</b></u> . . <b>Transavia</b>

<u><b>Location &amp; Date</b></u> . . <b>Eindhoven (EIN/EHEH) Welschap  Netherlands - 13th May 2015</b>",51.463766,5.392935,Bodmin,United Kingdom,2015-05-13 00:00:22,https://www.flickr.com/photos/55101137@N02/17776887679,https://live.staticflickr.com/5335/17776887679_94d9cca75d_b.jpg,2.0,-189.17965305596593,-51.707681957632296,240.9224975220859
17898331633.jpg,55101137@N02,2015-05-17-022FD OO-GWA,"<u><b>Aircraft Type - Registration - (c/n)</b></u> . . <b>SNCAN Stampe SV-4C - OO-GWA - (478)</b>

<u><b>Owner/Operator</b></u> . . <b>Private</b>

<u><b>Location &amp; Date</b></u> . . <b>Antwerp (ANR/EBAW) Deurne Belgium - 17th May 2015</b>

<b>V66 (Belgian Air Force)</b>",51.190492,4.453765,Bodmin,United Kingdom,2015-05-17 00:00:22,https://www.flickr.com/photos/55101137@N02/17898331633,https://live.staticflickr.com/525/17898331633_034941b735_b.jpg,0.0,74.21955270692706,-55.22014596313238,-18.96069820970297
17940239919.jpg,55101137@N02,2015-05-14-020FD D-1553,"<u><b>Aircraft Type - Registration - (c/n)</b></u> . . <b>Schleicher K7 - D-1553 - (?)</b>

<u><b>Owner/Operator</b></u> . . <b>PS Aero</b>

<u><b>Location &amp; Date</b></u> . . <b>Baarlo Limburg Netherlands - 14th May 2015</b>",51.326246999999995,6.085953,Bodmin,United Kingdom,2015-05-14 00:00:20,https://www.flickr.com/photos/55101137@N02/17940239919,https://live.staticflickr.com/8860/17940239919_d772b8415f_b.jpg,0.0,65.80328569561243,-48.90142187476158,-16.86539450287819
17963122505.jpg,55101137@N02,2015-05-13-025FD EI-DLI,"<u><b>Aircraft Type - Registration - (c/n)</b></u> . . <b>Boeing 737-8AS - EI-DLI - (33591)</b>

<u><b>Owner/Operator</b></u> . . <b>Ryanair</b>

<u><b>Location &amp; Date</b></u> . . <b>Eindhoven (EIN/EHEH) Welschap  Netherlands - 13th May 2015</b>",51.463766,5.392935,Bodmin,United Kingdom,2015-05-13 00:00:25,https://www.flickr.com/photos/55101137@N02/17963122505,https://live.staticflickr.com/5457/17963122505_15682c7ed4_b.jpg,2.0,-121.16728837788105,-21.304929852485657,142.514088537544
18331250198.jpg,55101137@N02,2015-05-17-023FD OO-PAX,"<u><b>Aircraft Type - Registration - (c/n)</b></u> . . <b>Stampe-Vertongen SV-4B - OO-PAX - (1147)</b>

<u><b>Owner/Operator</b></u> . . <b>Private</b>

<u><b>Location &amp; Date</b></u> . . <b>Antwerp (ANR/EBAW) Deurne Belgium - 17th May 2015</b>

<b>5 Belgian Air Force</b>",51.190492,4.453765,Bodmin,United Kingdom,2015-05-17 00:00:23,https://www.flickr.com/photos/55101137@N02/18331250198,https://live.staticflickr.com/338/18331250198_f3c88de27c_b.jpg,0.0,143.18972492590547,-99.87754360586405,-43.27722941339016
20052582226.jpg,69258414@N08,"2x218, Hattstedt, 22.07.2015",Ein Intercity nordwärts in Hattstedt. Bespannt mit einem 218er Pärchen gebildet aus 218 319 und 218 344 unterwegs nach Westerland auf Sylt.,54.529777,9.029133,,,2015-07-22 15:31:00,https://www.flickr.com/photos/69258414@N08/20052582226,https://live.staticflickr.com/347/20052582226_75928a17ed_b.jpg,0.0,149.03586457669738,-123.35441858321428,-25.6433947365731
20383414776.jpg,131084835@N03,Skyffel,Tour Eiffel in March on a cloudy day in Paris.,48.861686,2.2931169999999996,,,2015-03-21 15:17:56,https://www.flickr.com/photos/131084835@N03/20383414776,https://live.staticflickr.com/482/20383414776_9eb28faf5c_b.jpg,0.0,65.03158890269697,-11.53522838652134,-53.45534039288759
25740797653.jpg,133755874@N03,Osterglocken in weiß ;),"Braunschweig

OLYMPUS art filter &quot;Partial Color&quot;",52.213888,10.523333000000001,Braunschweig,Deutschland,2016-04-03 14:19:35,https://www.flickr.com/photos/133755874@N03/25740797653,https://live.staticflickr.com/1461/25740797653_b1010cda2f_b.jpg,2.0,-285.16553163528437,62.392631098628044,222.80771346017718
26503578166.jpg,130418712@N05,Atardeciendo en Almeria,"Atardecer sobre el Golfo de Almería, captado desde el Espigón de los Juegos, un un golfo que se situa en la costa de Almería y que se abre al mar de Alborán. 
Está delimitado de oeste a este por la punta del Moro y el cabo de Gata, donde destacan sus prominentes formaciones rocosas pertenecientes a las cordilleras Béticas, que dan lugar a acantilados que se alternan con zonas de costa baja. 
Parte de su medio natural está integrado en el Parque Natural del Cabo de Gata-Níjar.",36.821090999999996,-2.4431529999999997,,,2016-04-18 20:15:15,https://www.flickr.com/photos/130418712@N05/26503578166,https://live.staticflickr.com/65535/26503578166_971a436384_b.jpg,0.0,204.45524265617127,-80.38704244419931,-124.028597202152
27624094755.jpg,130418712@N05,Laguna Colgada,"Viata de la Laguna de Colgada, una de las que componen las Lagunas de Ruidera, vista desde el Hotel Entrelagos.
Esta laguna es la mas grande de todas y está comunicada con la Laguna del Rey por el río Las Paranzas, justo a la altura del citado Hotel, desde el que se pueden divisar ambas lagunas",38.964631,-2.8848119999999997,,,2016-06-11 20:13:46,https://www.flickr.com/photos/130418712@N05/27624094755,https://live.staticflickr.com/7120/27624094755_2a3ef87911_b.jpg,2.0,-237.7358658616431,-37.666246756911285,275.4431648957543
28853122201.jpg,69258414@N08,InterCity auf Usedom,"Auf Regen folgt Sonne.
Glücklicherweise ließ sich die Sonne blicken, als 218 369 mit dem einzigen auf der Insel Usedom verkehrenden IC zwischen Koserow und Kölpinsee fotografisch verewigt werden konnte (aufgenommen am 06.August 2016)",54.040938,14.010755,,,2016-08-06 17:39:01,https://www.flickr.com/photos/69258414@N08/28853122201,https://live.staticflickr.com/8838/28853122201_fc119a1c72_b.jpg,2.0,-127.40921847522259,61.24065815657377,66.20990827679634
29263898094.jpg,146106459@N03,_DSC2493_DxO A travers,Monochrome I like B&amp;W,48.836108,2.381694,Paris,France,2016-08-10 14:41:21,https://www.flickr.com/photos/146106459@N03/29263898094,,,,,
29499158291.jpg,130418712@N05,Lago del Espejo,"El Lago del Espejo es uno de los parajes que se encuentra en el Parque Natural del Monasterio de Piedra, en la localidad zaragozana de Nuevalos, y que se trata de una laguna de aguas cristalinas.
Tanto el lago como las distintas cascadas y grutas que se encuentran en dicho parque son consecuencia del paso por el mismo del Rio Piedra, afluente del Jalón, que a su vez es afluente del Rio Ebro.",41.191395,-1.7843229999999999,,,2016-09-04 13:47:19,https://www.flickr.com/photos/130418712@N05/29499158291,https://live.staticflickr.com/65535/29499158291_d7ca83c036_b.jpg,2.0,-198.47167198173702,-14.925125241279602,213.4362448677421
29742232315.jpg,146106459@N03,_DSC7260_DxO_DxO FLIRT,Sieste au Parc de Bercy Paris12,48.836108,2.381694,Paris,France,2015-05-26 13:41:40,https://www.flickr.com/photos/146106459@N03/29742232315,,,,,
29777481322.jpg,146106459@N03,_DSC2537_DxO Ambiance Bar,Monochrome I like B&amp;W,48.836108,2.381694,Paris,France,2016-08-23 05:41:20,https://www.flickr.com/photos/146106459@N03/29777481322,,,,,
29807819351.jpg,146106459@N03,_DSC2544_DxO Ambiance,Monochrome I like B&amp;W,48.836108,2.381694,Paris,France,2016-08-25 14:05:47,https://www.flickr.com/photos/146106459@N03/29807819351,,,,,
29884547414.jpg,133755874@N03,two cats,"Braunschweig

OLYMPUS art filter &quot;Partial Color&quot;",52.213888,10.523333000000001,Braunschweig,Deutschland,2016-04-01 12:56:38,https://www.flickr.com/photos/133755874@N03/29884547414,https://live.staticflickr.com/5616/29884547414_5ed2d54a17_b.jpg,2.0,-229.13573683798316,17.20779512822628,211.96402312442657
31536395197.jpg,8704943@N07,Dwór Osteinów,"Dwór Osteinów (Osteiner Hof), Schillerpl., Moguncja, 16 listopada 2018 r.
Barokową rezydencję wybudował w latach 1747-1751 Johann Valentin Thomann dla hrabiowskiego rodu von Osteinów. Johann Friedrich Karl von Ostein był w tym czasie Elektorem Moguncji. Wkrótce budynek został zajęty przez okupujących Moguncję Francuzów na potrzeby władz departamentu. Był też wykorzystywany przez dowództwo pruskiego wojska. Po zniszczeniu w czasie II wojny światowej został odbudowany w latach 1947-48. Do 2014 r. był zajmowany przez Bundeswehrę.
**
Ostein Court (Osteiner Hof), Schillerpl., Mainz, November 16, 2018
The Baroque residence was built in 1747-1751 by Johann Valentin Thomann for the Graf von Ostein family. Johann Friedrich Karl von Ostein was the Elector of Mainz at that time. Soon it was taken over by French occupying Mainz for the department authorities seat. It was also used as Prussian military headquarters. After destruction during the World War II it was reconstructed in 1947-1948. Until 2014 the Ostein Court was in use by the Bundeswehr.",49.997903,8.267671,Gdańsk,Poland,2018-11-16 15:08:38,https://www.flickr.com/photos/8704943@N07/31536395197,https://live.staticflickr.com/7923/31536395197_9fd378c22f_b.jpg,2.0,-181.2522774450481,-6.373466746881603,187.66381218656898
31536395467.jpg,8704943@N07,Witraże,"<a href='https://www.flickr.com/photos/iks_berto/31536395917/'>Witraże</a> w <a href='https://www.flickr.com/photos/iks_berto/45563079585/'>kościele św. Szczepana</a> (St. Stephankirche), Moguncja, 16 listopada 2018 r.
**
<a href='https://www.flickr.com/photos/iks_berto/31536395917/'>Stained glass windows</a> in the <a href='https://www.flickr.com/photos/iks_berto/45563079585/'>church of St. Stephen</a> (St. Stephankirche), Mainz, November 16, 2018",49.995723999999996,8.268733000000001,Gdańsk,Poland,2018-11-16 15:00:44,https://www.flickr.com/photos/8704943@N07/31536395467,https://live.staticflickr.com/7819/31536395467_f4e988df21_b.jpg,2.0,-186.5716209150851,-22.386493569239974,209.00045778229838
31536395917.jpg,8704943@N07,Witraże,"<a href='https://www.flickr.com/photos/iks_berto/45563079585/'>Witraże Marca Chagalla</a> w prezbiterium <a href='https://www.flickr.com/photos/iks_berto/32572871118/'>kościoła św. Szczepana</a> (St. Stephankirche), Moguncja, 16 listopada 2018 r.
**
<a href='https://www.flickr.com/photos/iks_berto/45563079585/'>Stained glass windows by Marc Chagall</a> in the choir of the <a href='https://www.flickr.com/photos/iks_berto/32572871118/'>church of St. Stephen</a> (St. Stephankirche), Mainz, November 16, 2018",49.995723999999996,8.268733000000001,Gdańsk,Poland,2018-11-16 14:57:06,https://www.flickr.com/photos/8704943@N07/31536395917,https://live.staticflickr.com/4906/31536395917_e3d77e06f3_b.jpg,2.0,-174.94948092103004,-73.80063323676586,248.7888116892427
31958928478.jpg,25722132@N05,...,"________________________________________________
<b>© ángel mateo</b>
Todos los derechos reservados / All rights reserved.",36.71761,-4.417716,,,2018-10-11 16:09:00,https://www.flickr.com/photos/25722132@N05/31958928478,https://live.staticflickr.com/4820/31958928478_a3f8eed28a_b.jpg,2.0,-209.72866159677503,-33.077809711918235,242.8429776411504
32050747657.jpg,67878469@N00,Another mudéjar ceiling in the Alcázar of Seville,"Plafond mudéjar dans l'Alcazar de Séville
***
Otro techo mudéjar en el Alcázar de Sevilla
***
I don't know what is wrong with me, but I could stare for hours at those mudéjar ceilings...;-)",37.384867,-5.99195,Paris,France,2016-01-01 00:00:00,https://www.flickr.com/photos/67878469@N00/32050747657,https://live.staticflickr.com/7877/32050747657_ed5b964348_b.jpg,2.0,-211.45317451283336,-38.762533843517296,250.24953914061192
32390620857.jpg,79986881@N00,Italy - Turin - Palazzo Reale di Torino 29_DSC4297,"One of the many stairs in the Palazzo Reale Di Torino.

We made sure we were amongst the first to enter the Palazzo Reale di Torino on the day we visited.  That way by keeping ahead of most of the visitors we were able to experience these amazing spaces without hordes of other tourists.

Click here to see more of my photos from my trip to Turin : <a href='https://www.flickr.com/photos/darrellg/albums/72157705667566294'>www.flickr.com/photos/darrellg/albums/72157705667566294</a>

From Wikipedia : &quot;The Royal Palace of Turin (Italian: Palazzo Reale di Torino) is a historic palace of the House of Savoy in the city of Turin in Northern Italy. It was originally built in the 16th century and was later modernized by Christine Marie of France (1606–63) in the 17th century, with designs by the Baroque architect Filippo Juvarra. The palace also includes the Palazzo Chiablese and the Chapel of the Holy Shroud, the latter of which was built to house the famous Shroud of Turin. In 1946, the building became the property of the state and was turned into a museum. In 1997, it was placed on the UNESCO World Heritage Site list along with 13 other residences of the House of Savoy.&quot;

<a href='http://www.dgphotos.co.uk' rel='noreferrer nofollow'>My Website</a> : <a href='https://www.twitter.com/dgphotos' rel='noreferrer nofollow'>Twitter</a> : <a href='https://www.facebook.com/dsgphotos' rel='noreferrer nofollow'>Facebook</a> : <a href='https://instagram.com/dgphotos.co.uk/' rel='noreferrer nofollow'>Instagram</a>  : <a href='https://www.photocrowd.com/dgphotos/' rel='noreferrer nofollow'>Photocrowd</a>

© D.Godliman",45.073178999999996,7.6854830000000005,Oxford,United Kingdom,2018-09-29 10:25:35,https://www.flickr.com/photos/79986881@N00/32390620857,https://live.staticflickr.com/7825/32390620857_0937655a05_b.jpg,1.0,-117.75999822467566,216.78841717913747,-98.98843225836754
